Date,Real GDP (GDPC1),Nominal GDP (GDP),Consumer Price Index,Currency in Circulation
2011-01-01,0.019306273148906428,0.0383441735982093,0.39378694705374495,0.06295452078584618
2011-04-01,0.017215030625217898,0.03819424205844024,2.707458966219758,0.08010695187165773
2011-07-01,0.009490384965716192,0.03394799852015096,3.1984118209290644,0.09007197290431845
2011-10-01,0.01609345660886463,0.03645579184825931,-2.6565085726034408,0.08524146544546207
2012-01-01,0.026517566557714867,0.0480137549630939,-0.07621689937141163,0.09220872051465334
2012-04-01,0.02361508581053795,0.042337377273857335,-0.5308544821484804,0.0892167541340727
2012-07-01,0.025281245456901358,0.0426697922311976,-2.8393926215152354,0.08127002621613744
2012-10-01,0.014685667872627928,0.035603103480146725,-0.811446931164586,0.08852018797353023
2013-01-01,0.015719476053010828,0.03432217889933176,-0.32791465072908854,0.08376963350785349
2013-04-01,0.012616546391348349,0.030068181802704208,-1.3441341687272421,0.07163636363636372
2013-07-01,0.019174180691829967,0.036389955411006536,-1.2417480372493066,0.0746228448275863
2013-10-01,0.02614122744692482,0.04427410389096109,5.621539703351118,0.0701321585903083
2014-01-01,0.014257249176644837,0.032285890460422406,0.25798613552673877,0.06133540372670798
2014-04-01,0.026720123780876515,0.04778137611622979,-4.171055472416752,0.077621309806583
2014-07-01,0.031177281686652014,0.05180853794002971,-1.9903462109503396,0.07386980864042791
2014-10-01,0.0287685488334517,0.04488490609189655,-0.024465443562712852,0.0668532850321093
2015-01-01,0.041477467631648945,0.05254997864603905,-2.264940613316701,0.08380069901650011
2015-04-01,0.034520135558198106,0.045354908925412385,-0.38337134795084804,0.07092812721404385
2015-07-01,0.0257476668462866,0.03531091928931929,-1.171830334279544,0.06637615749747106
2015-10-01,0.021642838334722247,0.029629893973706967,-0.8210055638753921,0.07447136903843177
2016-01-01,0.01776935206282859,0.025926048742240138,-1.3512834714170456,0.06239688015599221
2016-04-01,0.014082545072288788,0.02374012522349478,1.3322004794959974,0.0623346074683917
2016-07-01,0.01591940213270915,0.025831090738891227,-25.134302209795916,0.06749854057209581
2016-10-01,0.02067578611974752,0.035572338416163474,-3.772500700273348,0.06083459024635496
2017-01-01,0.02066823048811406,0.04154155492785239,2.5253282333569675,0.060779330792037234
2017-04-01,0.021838610298964722,0.03875519820293594,-0.3745009819734061,0.06580404096318859
2017-07-01,0.023713060084028736,0.04228860413320845,-0.573631347254085,0.06781051336386623
2017-10-01,0.02703334980031258,0.047570166524979696,-1.5069523621885295,0.07257955314827358
2018-01-01,0.03077125212191234,0.05223045587938313,-0.0652025016670057,0.07153789844945768
2018-04-01,0.03325187054961409,0.060550438737716705,0.3404305646417065,0.06531195221710062
2018-07-01,0.03116300139296757,0.05736955077582606,-1.0977838071778578,0.06811343703988215
2018-10-01,0.024755177611159196,0.04874570185529992,-3.795325572941875,0.06728948365105425
2019-01-01,0.022658017063019953,0.043132335073014616,-0.6500209707346909,0.06061358837411501
2019-04-01,0.019631632951891076,0.03781623715439575,0.33204519405581023,0.052593089158388784
2019-07-01,0.020764805273790987,0.03845213572007866,23.768171088291002,0.04692837878333833
2019-10-01,0.023388848779704263,0.04005484878348975,0.2939992305255854,0.04761059853323868
2020-01-01,0.003192606446731583,0.021114064681696076,1.0349190830628934,0.05234805012296517
2020-04-01,-0.09032775466219545,-0.08484638706542935,-2.2628781548843624,0.09506716072255683
