Date,"Ayr, ND","Alberta, MN","Jasper, MN","Ida Grove, IA","St. Joseph, MO",Barreirias,Sorriso,Rio Verde,Ponta Grossa,Rondonopolis,BRL=
2016-08-31,-0.9699999999999989,-0.8200000000000003,-0.7699999999999996,-0.5299999999999994,-0.21999999999999886,-0.2400000000000002,0.16999999999999993,0.5700000000000003,0.9800000000000004,0.870000000000001,3.2266
2016-09-01,-0.9000000000000004,-0.8399999999999999,-0.8000000000000007,-0.5099999999999998,-0.1999999999999993,-0.27999999999999936,0.08999999999999986,0.6400000000000006,1.040000000000001,0.8300000000000001,3.2578
2016-09-02,-0.9050000000000011,-0.8450000000000006,-0.8049999999999997,-0.5150000000000006,-0.21499999999999986,-0.26500000000000057,-0.07500000000000107,0.6049999999999986,1.004999999999999,0.6950000000000003,3.2555
2016-09-06,-0.8925000000000001,-0.8925000000000001,-0.7925000000000004,-0.8424999999999994,-0.192499999999999,-0.09249999999999936,-0.1225000000000005,0.5775000000000006,0.9474999999999998,0.7575000000000003,3.194
2016-09-08,-0.9000000000000004,-0.9100000000000001,-0.8000000000000007,-0.8499999999999996,-0.1999999999999993,-0.41999999999999993,-0.0600000000000005,0.5700000000000003,1.040000000000001,0.5400000000000009,3.2134
2016-09-09,-0.9224999999999994,-0.9224999999999994,-0.8224999999999998,-0.8725000000000005,-0.22250000000000014,-0.7225000000000001,-0.3125,0.27749999999999986,0.9875000000000007,0.3874999999999993,3.272
2016-09-12,-0.9550000000000001,-0.9550000000000001,-0.8550000000000004,-0.9050000000000011,-0.2550000000000008,-0.7250000000000014,-0.06500000000000128,0.4349999999999987,0.8849999999999998,0.6049999999999986,3.2452
2016-09-13,-0.9924999999999997,-0.9924999999999997,-0.8925000000000001,-0.5524999999999984,-0.29249999999999865,-0.6524999999999999,-0.11249999999999893,0.5075000000000003,0.8275000000000006,0.6775000000000002,3.3131
2016-09-14,-1.040000000000001,-1.0500000000000007,-0.9400000000000013,-0.6000000000000014,-0.33999999999999986,-0.6600000000000001,-0.19000000000000128,0.34999999999999964,0.7699999999999996,0.5199999999999996,3.342
2016-09-15,-0.745000000000001,-0.7550000000000008,-0.6450000000000014,-0.3050000000000015,-0.05500000000000149,-0.39500000000000135,0.0649999999999995,0.6849999999999987,1.045,0.7249999999999996,3.3019
2016-09-16,-0.7799999999999994,-0.75,-0.6500000000000004,-0.3100000000000005,-0.5999999999999996,-0.39000000000000057,0.09999999999999964,0.6899999999999995,1.0099999999999998,0.7799999999999994,3.2615
2016-09-19,-0.7750000000000004,-0.754999999999999,-0.6449999999999996,-0.40499999999999936,-0.6050000000000004,-0.23499999999999943,0.20500000000000007,0.625,0.995000000000001,0.8650000000000002,3.2725
2016-09-20,-0.7775000000000016,-0.7575000000000003,-0.6475000000000009,-0.40750000000000064,-0.5975000000000001,-0.3775000000000013,-0.07750000000000057,0.5724999999999998,0.8824999999999985,0.6224999999999987,3.2576
2016-09-21,-0.7750000000000004,-0.7350000000000012,-0.745000000000001,-0.5950000000000006,-0.6050000000000004,-0.32500000000000107,0.3049999999999997,0.8649999999999984,0.9849999999999994,0.8849999999999998,3.2056
2016-09-22,-0.7949999999999999,-0.7550000000000008,-0.745000000000001,-0.5950000000000006,-0.6050000000000004,-0.19500000000000028,0.34499999999999886,0.7749999999999986,0.9649999999999999,1.1150000000000002,3.2199
2016-09-23,-0.8000000000000007,-0.7400000000000002,-0.8200000000000003,-0.6000000000000014,-0.6000000000000014,-0.05000000000000071,0.3699999999999992,0.9199999999999999,1.0699999999999985,1.3099999999999987,3.2438
2016-09-26,-0.8025000000000002,-0.7725000000000009,-0.8224999999999998,-0.6025000000000009,-0.6025000000000009,-0.09250000000000114,0.23749999999999893,1.1174999999999997,1.0874999999999986,1.1374999999999993,3.2392
2016-09-27,-0.8450000000000006,-0.8049999999999997,-0.8149999999999995,-0.5950000000000006,-0.625,-0.1750000000000007,0.20500000000000007,0.9249999999999989,0.9550000000000001,0.9649999999999999,3.2335
2016-09-28,-0.8949999999999996,-0.8350000000000009,-0.8149999999999995,-0.6950000000000003,-0.625,-0.10500000000000043,0.3849999999999998,0.9149999999999991,0.9749999999999996,1.1050000000000004,3.2157
2016-09-29,-0.9024999999999999,-0.8324999999999996,-0.8224999999999998,-0.7024999999999988,-0.6224999999999987,-0.11249999999999893,0.307500000000001,0.9575000000000014,0.9575000000000014,1.0975000000000001,3.258
2016-09-30,-0.8999999999999986,-0.8299999999999983,-0.8199999999999985,-0.6999999999999993,-0.6199999999999992,-0.1899999999999995,0.34000000000000163,0.8500000000000014,0.870000000000001,1.0200000000000014,3.2589
2016-10-03,-0.9500000000000011,-0.8499999999999996,-0.8499999999999996,-0.7000000000000011,-0.620000000000001,-0.2900000000000009,0.16000000000000014,0.6999999999999993,0.7999999999999989,1.0299999999999994,3.209
2016-10-04,-0.9450000000000003,-0.9350000000000005,-0.8450000000000006,-0.7249999999999996,-0.625,-0.28500000000000014,0.22499999999999964,0.7750000000000004,0.7949999999999999,0.995000000000001,3.2563
2016-10-05,-0.9475000000000016,-0.9375,-0.8675000000000015,-0.7275000000000009,-0.6175000000000015,0.01249999999999929,0.42249999999999943,1.022499999999999,0.8624999999999989,1.272499999999999,3.2191
2016-10-06,-0.9450000000000003,-0.9550000000000001,-0.8650000000000002,-0.7250000000000014,-0.625,0.004999999999999005,0.28499999999999837,0.9749999999999996,0.875,1.2449999999999992,3.2295
2016-10-07,-0.9475000000000016,-0.9575000000000014,-0.8475000000000001,-0.7275000000000009,-0.5675000000000008,0.05249999999999844,0.40249999999999986,0.9724999999999984,0.9324999999999992,1.2524999999999995,3.219
2016-10-10,-0.9450000000000003,-0.9550000000000001,-0.8450000000000006,-0.7249999999999996,-0.5749999999999993,-0.03500000000000014,0.3249999999999993,1.0950000000000006,0.8550000000000004,1.2449999999999992,3.205
2016-10-11,-0.9525000000000006,-0.9725000000000001,-0.8725000000000005,-0.7324999999999999,-0.5025000000000013,0.027499999999999858,0.3674999999999997,1.1574999999999989,0.8574999999999999,1.2874999999999996,3.1946
2016-10-13,-1.0024999999999995,-1.0024999999999995,-0.9024999999999999,-0.7324999999999999,-0.5024999999999995,-0.14250000000000007,0.40750000000000064,1.0274999999999999,0.7375000000000007,1.2475000000000005,3.177
2016-10-14,-0.9949999999999992,-1.0050000000000008,-0.8949999999999996,-0.7249999999999996,-0.625,-0.1750000000000007,0.3149999999999995,1.0649999999999995,0.8650000000000002,1.1449999999999996,3.2036
2016-10-17,-1.0025000000000013,-1.0025000000000013,-0.9024999999999999,-0.7324999999999999,-0.6225000000000005,-0.2525000000000013,0.29749999999999943,0.9275000000000002,0.6775000000000002,1.2675,3.2007
2016-10-18,-0.9949999999999992,-1.004999999999999,-0.8949999999999996,-0.7449999999999992,-0.6449999999999996,-0.1349999999999998,0.46499999999999986,0.9550000000000001,0.8849999999999998,1.3949999999999996,3.1873
2016-10-19,-0.9949999999999992,-1.004999999999999,-0.8949999999999996,-0.7449999999999992,-0.6449999999999996,-0.18499999999999872,0.4250000000000007,0.9749999999999996,0.7750000000000004,1.1550000000000011,3.1682
2016-10-20,-0.995000000000001,-1.0050000000000008,-0.8950000000000014,-0.745000000000001,-0.6050000000000004,-0.11500000000000021,0.47499999999999964,1.004999999999999,0.9349999999999987,1.295,3.1418
2016-10-21,-1.0500000000000007,-1.0,-0.9000000000000004,-0.75,-0.5999999999999996,-0.17999999999999972,0.28999999999999915,0.9100000000000001,0.8300000000000001,1.1400000000000006,3.1496
2016-10-24,-1.0500000000000007,-1.0,-0.9000000000000004,-0.75,-0.6199999999999992,-0.17999999999999972,0.3000000000000007,0.8200000000000003,0.9000000000000004,1.17,3.1231
2016-10-25,-1.0475000000000012,-1.0075000000000003,-0.8975000000000009,-0.7475000000000005,-0.6475000000000009,-0.09750000000000014,0.34249999999999936,0.8824999999999985,0.9725000000000001,1.2024999999999988,3.1136
2016-10-26,-1.0,-1.0,-0.9000000000000004,-0.75,-0.6500000000000004,-0.21999999999999886,0.019999999999999574,0.5800000000000001,0.6600000000000001,0.8000000000000007,3.1394
2016-10-27,-1.0024999999999995,-0.9525000000000006,-0.9024999999999999,-0.7524999999999995,-0.6524999999999999,-0.40249999999999986,-0.11250000000000071,0.47749999999999915,0.7074999999999996,0.6675000000000004,3.1686
2016-10-28,-0.942499999999999,-0.9524999999999988,-0.9024999999999999,-0.7524999999999995,-0.6824999999999992,-0.16249999999999964,-0.12249999999999872,0.4975000000000005,0.807500000000001,0.6375000000000011,3.205
2016-11-01,-0.9624999999999986,-0.9124999999999996,-0.8125,-0.7624999999999993,-0.6824999999999992,-0.29249999999999865,-0.23249999999999993,0.3775000000000013,0.5375000000000014,0.5875000000000004,3.2355
2016-11-03,-0.9474999999999998,-0.8574999999999999,-0.7974999999999994,-0.7474999999999987,-0.6775000000000002,-0.35749999999999993,-0.07749999999999879,0.5025000000000013,0.5724999999999998,0.6225000000000005,3.241
2016-11-04,-0.9550000000000001,-0.8650000000000002,-0.8049999999999997,-0.754999999999999,-0.7249999999999996,-0.2649999999999988,-0.21499999999999986,0.45500000000000007,0.6450000000000014,0.5050000000000008,3.2322
2016-11-07,-0.9525000000000006,-0.8625000000000007,-0.8025000000000002,-0.7524999999999995,-0.7825000000000006,-0.3324999999999996,-0.47250000000000014,0.5675000000000008,0.5374999999999996,0.33750000000000036,3.2005
2016-11-08,-0.9574999999999996,-0.8275000000000006,-0.8275000000000006,-0.7575000000000003,-0.7774999999999999,-0.39750000000000085,-0.5574999999999992,0.3725000000000005,0.5224999999999991,0.2624999999999993,3.168
